i,required_margin,required_argmin_y,num_check_points,stored_margin
26,0.001528493961210720677740721319992454405314727308040261468998329661145569518230283941411641,2.69006982369203540520958992123190994165991747167612750731087231190625890361230651780534598,5,0.0015284939612104642
27,0.001683087393577213793602304228481824436161137527719709590221953482188155918475909242018230,2.69069540840898158700878161497613248505578773334401042504455060059603489119748033113161254,5,0.0016830873935769208
28,0.001834647302584201039107965320600240057937052585682706581192644207111709560632973709361210,2.69132145094380494430483841990212204545596622443440173281570234518477893439488570183802878,5,0.0018346473025840915
29,0.001983110239676259877661923921689778586688001666002559125109422252177172187238394600837218,2.69194795221219065333232550897065598710568292545196891668738810244089455028156396709661996,5,0.0019831102396761224
30,0.002128411103156286248704682480222454460000221805490499868965066542290907961535807948621448,2.69257491313305182288361513381743703632275169782356334891076683017310151451565875582262130,5,0.0021284111031559805
31,0.002270483084453520378815378667098094709153174176354944122228805444896850128573914783481109,2.69320233462856925840437193904960400137015337392010836772910568313956045257239853426233382,5,0.002270483084453323
32,0.002409257612245988053902687443991419846445002292036398065695924222685945764098224302729050,2.69383021762419945507406684410694300281126435368777991001254375519340960023735496443480926,5,0.002409257612245752
33,0.002544664294376723187064397676650736030172924281337269584608072851915399054864575789475435,2.69445856304870047797948440459246146293320056414190570322913311164649767468773563597160264,5,0.0025446642943764974
34,0.002676630857469900524434039491531936890217341584919543445931557401919179414957751329522137,2.69508737183416531929219710382949805388355385586369221817068810473655076383974453380679178,5,0.0026766308574697195
35,0.002805083084099307961766973071995289347349419976648548062848169277265836204691517442262818,2.69571664491602030432306061474918708465252545519344336227627364399476501795378812485795878,5,0.0028050830840991026
36,0.002929944747470179111099269771903205631919526048680407564358478993776032412739964116924019,2.69634638323308108986442874395446753620921868691041651185608490265930772788921051717983026,5,0.0029299447474699924
37,0.003051137543369667474156595599320863763472602488731591580447258126759304883122259586463477,2.69697658772753939126882791424605666708122392254302484664722738487393388198700140545633796,5,0.0030511375433694976
38,0.003168581019418661361570161562436920592663380573671867845908915160626442809358065073329005,2.69760725934501775022358350330229359598200359661261675016262910598087348980612853275048242,5,0.0031685810194199693
39,0.003282192501326252879838558387125994737850459490202889200527936496078378235740138852777600,2.69823839903457322741504819052530135926808343779227902732617148079656897296443385633113806,5,0.003282192501327552
40,0.003391887016140568686036979632146650908883500349314923627420722150690220905744690329486527,2.69887000774872412663391395274722487935332679914751175351986673089534486537694921479650024,5,0.0033918870161419035
41,0.003497577212260163202779503625361987330428673451647363847626320486720888186235977669781446,2.69950208644348680127637322796533141301516379326468363484664227239405360352725814837685872,5,0.0034975772122612936
42,0.003599173276104658267600487072548958334438305632540604548895917582778264440692815184821342,2.70013463607838154204063487633836455561150723680350274178389035659966317204938741059683282,5,0.003599173276105927
43,0.003696582845201031127997057713929850903747201945860360567881756723043810831804990925760532,2.70076765761647606786353991718952134607059154745409557645886767664163398759916433530709560,5,0.0036965828452022453
44,0.003789710917622067113958969467554003030403620262907077543292512006103359220110890222340826,2.70140115202439200970304083238017786685342107090607569521065351013824127751258141819845480,5,0.003789710917623368
45,0.003878459757460559409325619081662524106826794573894873525697233313188503118631532165632152,2.70203512027234417148455610716332315042873930397800989589246526410968037545240460708347952,5,0.0038784597574617052
46,0.003962728796281695317004804940110197303172616238717729540791866736239254590435717673246120,2.70266956333416054773388367703178435612409061522002879714830482253552308238910469380824548,5,0.0039627287962830104
47,0.004042414530183689573757050745156628866696250005043731903488404883024519504297194671339718,2.70330448218730212036456772691660269763120517303902159026433004377066748694676083047549504,5,0.004042414530185057
48,0.004117410412413651663668259029229772915599597968718200374109037202045165275815754377296035,2.70393987781290724681826964969539312958876143237192677224817809229383126155834328072071000,5,0.00411741041241509
49,0.004187606741150909797184890260739811216602136135468462241518841422117094059593296219101246,2.70457575119579210069115639970769584811192884819957788898603061743768733178107686269483706,5,0.00418760674115215
50,0.004252890542330353965435274096115551583238000474086389294249480994421230611345010884761671,2.70521210332450598942826051733123082756664467098582462658215079946492890054406990601875516,5,0.004252890542331578
51,0.004313145447147555106391777412421418402413008365224709617595872504082083974185775606728560,2.70584893519132729172495259938964124963631795913522377807374804524899453043462961359719848,5,0.004313145447148781
52,0.004368251564066163641043683420991219012045199763916910050484006066646036876412884923277264,2.70648624779232242062243493236861435294286764805565630665037951033207757278230446624584206,5,0.004368251564067394
53,0.004418085344889382156460522171410599447009768932963905464934722192171859314898691326373935,2.70712404212734605615840955921653828655419277362969325345935295052824777149567598621910450,5,0.004418085344890632
54,0.004462519444734431817594966217315531111194243666816004412760260542504765888830379609352195,2.70776231920007952046989679255019977202500118662986398538686719015131100132529765741266884,5,0.004462519444735746
55,0.004501422575474262853911937098383318220885403226627268309465592942129569001972878418127344,2.70840108001807229507427082743821219989864115378347966944545386006833423839827889836842918,5,0.004501422575475589
56,0.004534659352305646825206425228324035727957421975795019401953232175527482548426030643439962,2.70904032559274388755671360931324425398249658246134595910527883591846644336581269900404586,5,0.004534659352306014
57,0.004562090133096533156348723424483742304801692967648696431968334242461993741264245231182805,2.70968005693943308421601144071910066012062346832174526248203133751375745090871429952250234,5,0.004562090133096497
58,0.004583570850070228072646872427156074143756565968668765727188533226049210476570112169161711,2.71032027507741274683061487198368468118229466071222661204293313533621713688154421362482594,5,0.004583570850070107
59,0.004598952833450683023491038320980807334837842523615929326950680095808882598409596593288267,2.71096098102993653337805874640626253587782368214125023804398720561853974626577650764238638,5,0.004598952833450465
60,0.004608082626504643828608434665763770189683123637677305586785456225585452980134865907002939,2.71160217582423995785553034902691791773450601326578539248394731388489643194889409120998128,5,0.004608082626504473
61,0.004610801791677420095270487019507440874066526985430157037176129813592557023313925173438919,2.71224386049160856412280679968933296536163152803091549572993739463535896047925721243123034,5,0.004610801791677166
62,0.004606946707049255684735232130679680727371907017583903654024186521165576240581178854745140,2.71288603606736420499773451331718289518332486485099763857858381915095838976512624036271850,5,0.004606946707049087
63,0.004596348352821243177349805783407451707170994921156241259932601289377310472444161162997280,2.71352870359093018652495078867374904803901417024294048953501873947324974774038826800002918,5,0.004596348352821078
64,0.004578832087061380843661871743323026189008831496093239647183451633470160196180948210950671,2.71417186410584049654094597303329277239113149743661076910568061337170975213717499113074264,5,0.004578832087061224
65,0.004554217410114089677454433165250559378229102641398310502055793855358001404708354557523668,2.71481551865977399868984190394598891075511764339658851687136461116404474123324598633268234,5,0.004554217410113859
66,0.004522317717076061615137838409180841959453127575499881697228389010080796306920348522564497,2.71545966830459662190278557692576703591641812428918326327612920867238027697659195348611790,5,0.004522317717075897
67,0.004482940037490612880393564011796555212551187583406574418380602461393628031211006183446846,2.71610431409636698729391597611900282430236827972765029951521153035749673966641857625331372,5,0.0044829400374905015
68,0.004435884761624066903824119279371538690340966542037993359716841065077367692528154948351684,2.71674945709539811648421087525703614546695180844982607609339855675209113602351723913120604,5,0.004435884761623932
